date,close,trend,seasonal,residual,MA_20,MA_60
2014-01-02,79.0185,77.50990845701916,0.14047318690234775,1.3681183560784904,,
2014-01-03,77.2828,77.4161310698825,0.03792787750221821,-0.17125894738471986,,
2014-01-06,77.7042,77.32235368274581,0.1590896157211445,0.22275670153304233,,
2014-01-07,77.1481,77.22857629560914,0.26258229271557737,-0.3430585883247225,,
2014-01-08,77.6371,77.13479890847248,0.007452547941301917,0.494848543586226,,
2014-01-09,76.6455,77.0410215213358,-0.30951948254725536,-0.08600203878853918,,
2014-01-10,76.1342,76.94724413419912,-0.10769503684533574,-0.7053490973537815,,
2014-01-13,76.5328,76.85346674706246,-0.24945706733389655,-0.07120967972856435,,
2014-01-14,78.0556,76.75968935992577,-0.2571170978224579,1.5530277378966837,,
2014-01-15,79.6228,76.6659119727891,0.05526963359374735,2.901618393617147,,
2014-01-16,79.1785,77.09331904761905,0.20562686624680637,1.8795540861341458,,
2014-01-17,77.2385,76.73597142857143,0.22766707372979952,0.27486149769877055,,
2014-01-20,78.13850000000001,76.46760476190477,0.22553085264136413,1.445364385453877,,
2014-01-21,78.4385,76.22855714285714,0.08591608733524563,2.1240267698076174,,
2014-01-22,78.7871,76.04184285714285,-0.06626622558992629,2.811523368447068,,
2014-01-23,79.4542,75.83129523809524,-0.09020956864143222,3.7131143305461958,,
2014-01-24,78.0099,75.71674285714285,-0.42605232860256353,2.719209471459718,,
2014-01-27,78.6428,75.68987142857144,-0.20665990877749024,3.159588480206048,,
2014-01-28,72.3571,75.69143333333334,-0.06108012257729335,-3.27325321075604,,
2014-01-29,71.5356,75.62020952380952,0.04011978024097848,-4.124729304050497,77.37811500000001,
2014-01-30,71.3974,75.53224761904761,0.32640102416711975,-4.4612486432147245,76.99706,
2014-01-31,71.5142,75.46245238095236,0.14047318690234775,-4.088725567854702,76.70863,
2014-02-03,71.6471,75.49524166666666,0.03792787750221821,-3.8860695441688815,76.405775,
2014-02-04,72.6842,75.488575,0.1590896157211445,-2.9634646157211377,76.18258,
2014-02-05,73.2271,75.40898452380954,0.26258229271557737,-2.4444668165251207,75.96208,
2014-02-06,73.2156,75.27047976190477,0.007452547941301917,-2.0623323098460737,75.790585,
2014-02-07,74.2399,75.06007023809524,-0.30951948254725536,-0.5106507555479745,75.69587,
2014-02-10,75.5699,74.93408452380952,-0.10769503684533574,0.7435105130358228,75.64772500000001,
2014-02-11,76.5656,74.74061309523809,-0.24945706733389655,2.074443972095811,75.57322500000001,
2014-02-12,76.5599,74.81442261904763,-0.2571170978224579,2.0025944787748235,75.42008,
2014-02-13,77.7756,74.99755595238096,0.05526963359374735,2.7227744140252863,75.349935,
2014-02-14,77.7128,75.17754166666666,0.20562686624680637,2.3296314670865392,75.37365,
2014-02-17,77.927075,75.36230357142857,0.22766707372979952,2.3371043548416335,75.36307875,
2014-02-18,77.9985,75.56441309523808,0.22553085264136413,2.2085560521205623,75.34107875000001,
2014-02-19,76.7671,75.72475595238093,0.08591608733524563,0.9564279602838222,75.24007875,
2014-02-20,75.8785,75.84829404761905,-0.06626622558992629,0.09647217797087954,75.06129374999999,
2014-02-21,75.0356,75.97027023809524,-0.09020956864143222,-0.8444606694538043,74.91257875,
2014-02-24,75.3642,76.04673214285715,-0.42605232860256353,-0.25647981425459204,74.74864875,
2014-02-25,74.5799,76.09503214285714,-0.20665990877749024,-1.3084722340796504,74.85978874999999,
2014-02-26,73.9071,76.09945595238095,-0.06108012257729335,-2.131275829803657,74.97836375,
2014-02-27,75.3814,76.06360833333333,0.04011978024097848,-0.7223281135743138,75.17756374999999,
2014-02-28,75.1771,75.92932261904761,0.32640102416711975,-1.0786236432147345,75.36070875,
2014-03-03,75.3942,75.811975,0.14047318690234775,-0.5582481869023538,75.54806375,
2014-03-04,75.8914,75.7161238095238,0.03792787750221821,0.1373483129739928,75.70842375,
2014-03-05,76.0514,75.61591904761904,0.1590896157211445,0.2763913366598119,75.84963875,
2014-03-06,75.8214,75.55693809523808,0.26258229271557737,0.001879612046338519,75.97992875,
2014-03-07,75.7771,75.56863809523809,0.007452547941301917,0.20100935682061657,76.05678875,
2014-03-10,75.8456,75.66347142857143,-0.30951948254725536,0.4916480539758332,76.07057375,
2014-03-11,76.5842,75.78210952380951,-0.10769503684533574,0.9097855130358217,76.07150375,
2014-03-12,76.6585,75.90265714285714,-0.24945706733389655,1.0052999244767629,76.07643375,
2014-03-13,75.8071,76.03945714285713,-0.2571170978224579,0.024759954965332287,75.97800874999999,
2014-03-14,74.9556,76.10197142857142,0.05526963359374735,-1.2016410621651605,75.84014875,
2014-03-17,75.2485,76.1734,0.20562686624680637,-1.1305268662468002,75.70622,
2014-03-18,75.9142,76.2678904761905,0.22766707372979952,-0.5813575499203073,75.60200499999999,
2014-03-19,75.8942,76.34482857142858,0.22553085264136413,-0.6761594240699451,75.55836000000001,
2014-03-20,75.5285,76.38856666666666,0.08591608733524563,-0.9459827540019139,75.54086000000001,
2014-03-21,76.1242,76.39584285714285,-0.06626622558992629,-0.20537663155292457,75.59529,
2014-03-24,77.0271,76.34842857142856,-0.09020956864143222,0.7688809972128804,75.67843500000001,
2014-03-25,77.8556,76.2975476190476,-0.42605232860256353,1.984104709554953,75.84222,
2014-03-26,77.1114,76.25829523809523,-0.20665990877749024,1.0597646706822643,76.002435,76.11963791666668
2014-03-27,76.7799,76.16897619047619,-0.06108012257729335,0.6720039321011045,76.07236,76.08232791666666
2014-03-28,76.6942,76.09387142857143,0.04011978024097848,0.5602087911875839,76.14821500000001,76.07251791666665
2014-03-31,76.6771,76.07339523809524,0.32640102416711975,0.27730373773763156,76.21236,76.05539958333334
2014-04-01,77.3785,76.01366666666667,0.14047318690234775,1.2243601464309892,76.286715,76.05923958333334
2014-04-02,77.5071,75.92938095238095,0.03792787750221821,1.539791170116823,76.3595,76.05707291666667
